AIN6,DDR_A1,P_MUXOUT,RMII1_CRS_DV,MMC0_CMD,AIN1,NINT/TXER/TXD4,DDR_D8,TXP,PDDR_D11,NC1,VDD_FTVPLL,DDR_D14,GPIO2_23,OSC0_OUT,DDR_VREF,EMU4R,LDO3,LEDBA,UART0_RX,NC2,PDDR_D4,DDR_A2,GPIO1_15,PDDR_A9,TDIS,LEDCA,DDR_A12,OSC1_OUT1,PDDR_A4,UART4_TXD,PDDR_D7,LDO4,CAP_VDD_SRAM_MPU,CAP_VBB_MPU,UART2_RXD,TIMER4,AIN7,TIMER5,CAP_VDD_SRAM_CORE,LEDDC,USB1_DRVVBUS,BCBUS0,BL_SINK1,GPIO1_16,JTAG_EMU0,COL/CRS_DV/MODE2,GRNA,O\C\S\2\,GPIO1_30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
